,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,time_of_day,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
9176,TX109176,user_9650,Lipa na M-Pesa,2552.26,Nyeri,Android,Telkom Kenya,individual,morning,0,0,1,2024-06-28 09:08:26
9177,TX109177,user_1815,Send Money,80.15,Nairobi,Android,Safaricom,individual,afternoon,0,0,0,2024-06-14 22:55:43
9178,TX109178,user_3511,Pay Bill,102.45,Eldoret,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-04 17:47:08
9179,TX109179,user_1246,Buy Airtime,1404.6,Eldoret,iOS,Safaricom,individual,morning,0,0,0,2024-06-04 17:47:28
9180,TX109180,user_5825,Lipa na M-Pesa,5325.93,Mombasa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-01 14:16:21
9181,TX109181,user_7516,Lipa na M-Pesa,1190.16,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-01 17:57:55
9182,TX109182,user_1416,Withdraw Cash,1425.09,Mombasa,Android,Safaricom,individual,evening,0,0,0,2024-06-26 17:13:37
9183,TX109183,user_7702,Lipa na M-Pesa,5371.14,Mombasa,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-19 10:56:05
9184,TX109184,user_4717,Deposit Cash,432.29,Mombasa,iOS,Safaricom,individual,night,0,0,0,2024-06-19 22:30:17
9185,TX109185,user_1107,Withdraw Cash,6566.33,Nairobi,iOS,Safaricom,individual,night,0,1,0,2024-06-23 08:58:07
9186,TX109186,user_5513,Withdraw Cash,1081.37,Nakuru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-11 21:07:47
9187,TX109187,user_2421,Pay Bill,184.04,Eldoret,iOS,Airtel,individual,evening,0,0,1,2024-06-08 23:51:22
9188,TX109188,user_8283,Send Money,436.86,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-17 23:46:34
9189,TX109189,user_1255,Lipa na M-Pesa,10668.64,Nairobi,Android,Safaricom,individual,afternoon,0,0,0,2024-06-04 01:12:05
9190,TX109190,user_8248,Send Money,2100.86,Nairobi,iOS,Airtel,individual,night,0,0,1,2024-06-24 01:42:20
9191,TX109191,user_3962,Send Money,1037.06,Mombasa,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-29 12:37:20
9192,TX109192,user_3282,Send Money,2578.17,Nairobi,Feature Phone,Airtel,individual,night,0,0,0,2024-06-11 05:21:44
9193,TX109193,user_9744,Withdraw Cash,4013.78,Nyeri,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-24 14:40:45
9194,TX109194,user_9372,Send Money,1343.64,Mombasa,Feature Phone,Telkom Kenya,individual,night,0,0,1,2024-06-17 11:26:27
9195,TX109195,user_2477,Lipa na M-Pesa,4521.9,Kisumu,iOS,Safaricom,individual,night,0,0,0,2024-06-18 05:50:12
9196,TX109196,user_9762,Withdraw Cash,1017.41,Nyeri,iOS,Airtel,individual,afternoon,0,0,0,2024-06-04 03:09:04
9197,TX109197,user_5952,Lipa na M-Pesa,417.07,Nakuru,Android,Safaricom,individual,afternoon,0,0,0,2024-06-26 21:05:09
9198,TX109198,user_6880,Withdraw Cash,2792.51,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-13 09:38:35
9199,TX109199,user_6592,Buy Airtime,573.43,Garissa,Feature Phone,Airtel,agent,afternoon,0,0,0,2024-06-23 23:11:33
9200,TX109200,user_8091,Buy Airtime,9875.34,Thika,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-12 07:43:10
9201,TX109201,user_1591,Buy Airtime,1.57,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-21 20:57:54
9202,TX109202,user_7277,Buy Airtime,4932.7,Eldoret,Android,Airtel,individual,afternoon,0,0,0,2024-06-29 22:20:42
9203,TX109203,user_3260,Withdraw Cash,1147.2,Nyeri,Feature Phone,Telkom Kenya,individual,morning,0,0,1,2024-06-04 04:58:49
9204,TX109204,user_1347,Send Money,6549.78,Garissa,Android,Safaricom,individual,evening,0,0,0,2024-06-27 18:59:34
9205,TX109205,user_9357,Pay Bill,217.13,Kisumu,Feature Phone,Safaricom,agent,morning,0,0,0,2024-06-20 12:43:52
9206,TX109206,user_6032,Deposit Cash,10701.67,Thika,iOS,Airtel,individual,afternoon,0,0,0,2024-06-12 14:16:17
9207,TX109207,user_5443,Pay Bill,374.19,Machakos,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-12 09:57:27
9208,TX109208,user_9774,Buy Airtime,5427.16,Machakos,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-26 10:41:06
9209,TX109209,user_7869,Send Money,2549.57,Machakos,iOS,Safaricom,individual,night,0,0,0,2024-06-08 08:17:51
9210,TX109210,user_6696,Lipa na M-Pesa,1969.84,Machakos,iOS,Telkom Kenya,individual,afternoon,1,0,0,2024-06-17 15:39:56
9211,TX109211,user_4038,Send Money,1150.52,Meru,Android,Safaricom,agent,morning,0,0,0,2024-06-12 10:30:02
9212,TX109212,user_3845,Lipa na M-Pesa,6444.12,Thika,Android,Safaricom,individual,night,0,0,0,2024-06-07 12:49:33
9213,TX109213,user_8864,Pay Bill,779.91,Meru,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-13 05:41:39
9214,TX109214,user_7609,Send Money,4470.93,Kisumu,iOS,Airtel,individual,afternoon,0,0,0,2024-06-07 20:13:39
9215,TX109215,user_2265,Send Money,2065.75,Nyeri,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-21 21:55:02
9216,TX109216,user_3274,Deposit Cash,22746.38,Kisumu,iOS,Safaricom,agent,evening,0,0,0,2024-06-20 06:50:03
9217,TX109217,user_3470,Pay Bill,3308.21,Eldoret,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-27 13:53:42
9218,TX109218,user_3577,Send Money,385.09,Meru,Feature Phone,Safaricom,agent,evening,0,0,0,2024-06-22 16:30:03
9219,TX109219,user_4660,Lipa na M-Pesa,1903.66,Nairobi,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-26 19:51:02
9220,TX109220,user_2068,Send Money,240.1,Mombasa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-13 09:28:20
9221,TX109221,user_6591,Lipa na M-Pesa,1177.37,Thika,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-23 04:39:53
9222,TX109222,user_6974,Buy Airtime,1471.94,Nairobi,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-07 11:01:57
9223,TX109223,user_5829,Send Money,6714.84,Nyeri,iOS,Safaricom,individual,morning,0,0,0,2024-06-12 18:13:43
9224,TX109224,user_2950,Lipa na M-Pesa,6370.29,Machakos,iOS,Airtel,individual,night,0,0,0,2024-06-17 16:20:08
9225,TX109225,user_9283,Pay Bill,40.69,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-27 09:52:34
9226,TX109226,user_4093,Buy Airtime,2659.59,Mombasa,iOS,Telkom Kenya,agent,night,0,0,0,2024-06-05 16:45:06
9227,TX109227,user_6311,Send Money,885.55,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-23 08:22:10
9228,TX109228,user_2387,Deposit Cash,1350.3,Machakos,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-12 10:45:26
9229,TX109229,user_5274,Lipa na M-Pesa,76.61,Nairobi,Android,Airtel,agent,afternoon,0,0,0,2024-06-02 04:04:31
9230,TX109230,user_3285,Deposit Cash,4848.47,Nakuru,Android,Telkom Kenya,agent,evening,0,0,1,2024-06-15 06:10:45
9231,TX109231,user_4206,Send Money,10526.59,Mombasa,iOS,Safaricom,individual,evening,0,1,0,2024-06-15 23:51:22
9232,TX109232,user_3924,Lipa na M-Pesa,866.33,Nairobi,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-19 20:24:40
9233,TX109233,user_8045,Send Money,1463.72,Kisumu,iOS,Safaricom,individual,evening,0,0,1,2024-06-10 07:08:19
9234,TX109234,user_9471,Buy Airtime,809.26,Kisumu,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-05 19:26:12
9235,TX109235,user_2618,Buy Airtime,9309.84,Meru,iOS,Airtel,individual,morning,0,0,0,2024-06-07 06:16:21
9236,TX109236,user_9562,Send Money,32.9,Nyeri,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-06 08:15:58
9237,TX109237,user_6896,Send Money,3068.59,Meru,iOS,Airtel,individual,morning,0,0,0,2024-06-25 17:53:59
9238,TX109238,user_8843,Withdraw Cash,7161.4,Nairobi,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-21 21:38:43
9239,TX109239,user_8063,Send Money,721.6,Mombasa,iOS,Telkom Kenya,agent,night,0,0,0,2024-06-10 20:34:47
9240,TX109240,user_9495,Send Money,3120.55,Nyeri,Android,Telkom Kenya,individual,night,0,0,1,2024-06-21 12:51:50
9241,TX109241,user_2348,Deposit Cash,181.92,Nakuru,Android,Airtel,individual,afternoon,0,0,1,2024-06-11 06:39:58
9242,TX109242,user_6556,Deposit Cash,5898.06,Nyeri,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-20 21:43:54
9243,TX109243,user_6289,Buy Airtime,1122.79,Thika,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-05 17:20:33
9244,TX109244,user_3422,Deposit Cash,15706.92,Meru,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-09 15:09:15
9245,TX109245,user_4628,Send Money,8929.09,Meru,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-25 17:11:13
9246,TX109246,user_3428,Pay Bill,4615.43,Kisumu,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-11 10:18:43
9247,TX109247,user_4033,Send Money,2403.98,Machakos,iOS,Safaricom,individual,morning,0,0,0,2024-06-27 21:53:15
9248,TX109248,user_7157,Withdraw Cash,5092.34,Nyeri,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-03 15:35:17
9249,TX109249,user_9860,Lipa na M-Pesa,489.87,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-28 17:56:29
9250,TX109250,user_9691,Buy Airtime,1299.74,Nyeri,iOS,Airtel,individual,morning,0,0,0,2024-06-20 22:22:05
9251,TX109251,user_8813,Deposit Cash,95.43,Eldoret,Feature Phone,Safaricom,agent,morning,0,0,0,2024-06-19 08:59:40
9252,TX109252,user_2414,Pay Bill,3624.97,Machakos,iOS,Safaricom,individual,night,0,0,1,2024-06-19 00:51:52
9253,TX109253,user_7708,Lipa na M-Pesa,5731.31,Nakuru,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-18 23:01:24
9254,TX109254,user_9721,Pay Bill,10234.26,Thika,Android,Telkom Kenya,agent,night,0,0,0,2024-06-01 21:24:16
9255,TX109255,user_7635,Buy Airtime,4059.93,Eldoret,Android,Telkom Kenya,individual,morning,0,0,1,2024-06-02 07:46:05
9256,TX109256,user_4621,Deposit Cash,4609.88,Nakuru,Feature Phone,Safaricom,individual,morning,0,1,0,2024-06-26 04:00:58
9257,TX109257,user_6315,Withdraw Cash,7903.51,Nairobi,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-24 21:52:01
9258,TX109258,user_1754,Buy Airtime,9641.79,Kisumu,Feature Phone,Airtel,individual,afternoon,1,0,0,2024-06-03 10:27:15
9259,TX109259,user_3347,Pay Bill,2365.62,Eldoret,Feature Phone,Telkom Kenya,individual,morning,0,1,0,2024-06-02 18:11:48
9260,TX109260,user_1726,Pay Bill,407.03,Nairobi,Android,Airtel,individual,morning,0,0,0,2024-06-02 14:25:18
9261,TX109261,user_5923,Buy Airtime,2198.49,Kisumu,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-24 10:11:46
9262,TX109262,user_3649,Send Money,2842.34,Eldoret,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-12 14:24:05
9263,TX109263,user_3815,Buy Airtime,3494.53,Nyeri,Feature Phone,Airtel,agent,night,0,0,0,2024-06-19 23:33:40
9264,TX109264,user_4279,Deposit Cash,15876.24,Kisumu,Android,Safaricom,individual,morning,0,0,0,2024-06-11 01:28:42
9265,TX109265,user_3984,Deposit Cash,8735.03,Kisumu,iOS,Airtel,individual,morning,0,1,0,2024-06-16 20:50:05
9266,TX109266,user_4807,Withdraw Cash,1766.74,Eldoret,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-18 20:44:43
9267,TX109267,user_8876,Buy Airtime,421.48,Nyeri,Android,Airtel,individual,evening,0,0,0,2024-06-04 22:04:42
9268,TX109268,user_7099,Lipa na M-Pesa,846.32,Nyeri,Android,Safaricom,individual,afternoon,0,0,0,2024-06-26 00:32:20
9269,TX109269,user_1607,Deposit Cash,668.21,Nairobi,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-25 22:49:13
9270,TX109270,user_7169,Deposit Cash,1540.27,Machakos,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-17 16:29:21
9271,TX109271,user_8790,Deposit Cash,7320.0,Meru,Android,Safaricom,individual,evening,0,0,0,2024-06-09 12:29:32
9272,TX109272,user_6573,Send Money,2016.69,Nairobi,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-01 23:05:52
9273,TX109273,user_1634,Lipa na M-Pesa,2931.8,Mombasa,Android,Safaricom,individual,evening,0,0,1,2024-06-21 17:12:08
9274,TX109274,user_2074,Buy Airtime,691.02,Meru,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-18 16:00:00
9275,TX109275,user_2914,Send Money,2376.31,Nakuru,iOS,Safaricom,individual,morning,0,0,0,2024-06-28 13:08:48
9276,TX109276,user_1588,Deposit Cash,7239.83,Thika,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-08 01:02:53
9277,TX109277,user_4231,Lipa na M-Pesa,5196.97,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-24 01:32:48
9278,TX109278,user_7351,Lipa na M-Pesa,296.37,Meru,Feature Phone,Airtel,agent,afternoon,0,0,1,2024-06-01 16:21:01
9279,TX109279,user_4838,Send Money,6933.59,Nakuru,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-09 05:14:40
9280,TX109280,user_2973,Deposit Cash,1119.89,Kisumu,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-20 13:06:41
9281,TX109281,user_6044,Send Money,3835.18,Garissa,Feature Phone,Safaricom,individual,night,1,0,0,2024-06-21 15:42:30
9282,TX109282,user_7103,Pay Bill,553.95,Nairobi,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-25 22:02:15
9283,TX109283,user_7683,Deposit Cash,3929.93,Nakuru,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-23 16:45:53
9284,TX109284,user_6837,Send Money,127.24,Kisumu,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-28 20:51:06
9285,TX109285,user_7783,Buy Airtime,3212.66,Mombasa,Feature Phone,Airtel,individual,night,0,0,0,2024-06-27 16:03:26
9286,TX109286,user_6594,Deposit Cash,3634.01,Kisumu,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-03 02:52:58
9287,TX109287,user_4822,Withdraw Cash,981.3,Meru,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-28 00:44:06
9288,TX109288,user_4389,Deposit Cash,9674.84,Eldoret,iOS,Safaricom,individual,night,0,0,0,2024-06-29 06:25:28
9289,TX109289,user_6914,Pay Bill,164.72,Mombasa,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-11 13:49:50
9290,TX109290,user_2780,Send Money,7780.28,Mombasa,Android,Telkom Kenya,agent,afternoon,0,0,0,2024-06-06 01:33:33
9291,TX109291,user_4688,Withdraw Cash,1683.85,Kisumu,Feature Phone,Telkom Kenya,agent,morning,0,0,0,2024-06-16 21:04:00
9292,TX109292,user_8211,Pay Bill,4380.13,Mombasa,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-17 07:22:30
9293,TX109293,user_6037,Buy Airtime,3689.9,Thika,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-04 06:45:09
9294,TX109294,user_7319,Deposit Cash,644.77,Mombasa,iOS,Safaricom,individual,night,0,0,0,2024-06-11 12:12:22
9295,TX109295,user_9640,Withdraw Cash,1344.67,Nairobi,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-25 21:46:55
9296,TX109296,user_1081,Send Money,2640.15,Machakos,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-08 06:38:01
9297,TX109297,user_7278,Send Money,6559.43,Meru,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-24 12:17:32
9298,TX109298,user_7999,Buy Airtime,10842.96,Eldoret,Android,Telkom Kenya,agent,night,0,0,0,2024-06-20 04:32:43
9299,TX109299,user_2406,Pay Bill,72.81,Mombasa,Android,Airtel,individual,afternoon,0,0,0,2024-06-01 01:57:46
9300,TX109300,user_8410,Withdraw Cash,1521.54,Eldoret,Android,Airtel,agent,afternoon,0,0,0,2024-06-07 16:03:36
9301,TX109301,user_2480,Buy Airtime,3860.69,Mombasa,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-10 23:39:17
9302,TX109302,user_4598,Pay Bill,2625.71,Nakuru,iOS,Safaricom,individual,morning,0,0,0,2024-06-05 02:22:20
9303,TX109303,user_8993,Lipa na M-Pesa,10027.82,Garissa,iOS,Airtel,individual,evening,0,0,0,2024-06-20 01:00:07
9304,TX109304,user_5183,Lipa na M-Pesa,59.9,Thika,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-10 22:06:10
9305,TX109305,user_4680,Pay Bill,2015.26,Mombasa,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-05 19:10:16
9306,TX109306,user_8644,Send Money,3867.66,Eldoret,Android,Telkom Kenya,individual,night,0,0,0,2024-06-19 11:25:38
9307,TX109307,user_5310,Send Money,858.79,Machakos,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-28 13:30:34
9308,TX109308,user_2758,Lipa na M-Pesa,4529.55,Garissa,iOS,Safaricom,individual,morning,0,0,0,2024-06-12 08:17:15
9309,TX109309,user_3599,Send Money,296.51,Garissa,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-21 03:57:47
9310,TX109310,user_6616,Send Money,2099.04,Eldoret,Feature Phone,Safaricom,agent,afternoon,0,0,0,2024-06-10 02:28:39
9311,TX109311,user_6813,Pay Bill,3947.08,Nairobi,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-15 20:54:10
9312,TX109312,user_4853,Deposit Cash,1085.97,Garissa,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-29 06:11:56
9313,TX109313,user_3292,Pay Bill,268.5,Thika,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-29 07:34:30
9314,TX109314,user_2501,Send Money,11014.7,Machakos,Feature Phone,Telkom Kenya,agent,night,0,0,0,2024-06-07 11:59:16
9315,TX109315,user_9422,Pay Bill,8579.73,Nakuru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-01 10:33:35
9316,TX109316,user_8550,Withdraw Cash,9130.46,Machakos,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-19 15:15:42
9317,TX109317,user_5250,Lipa na M-Pesa,13439.35,Meru,Android,Safaricom,individual,night,0,0,0,2024-06-15 02:18:09
9318,TX109318,user_7991,Deposit Cash,714.69,Machakos,Android,Telkom Kenya,individual,evening,1,0,0,2024-06-11 20:10:08
9319,TX109319,user_1114,Withdraw Cash,600.98,Nyeri,iOS,Airtel,individual,night,0,0,1,2024-06-10 23:49:33
9320,TX109320,user_5406,Withdraw Cash,121.85,Nairobi,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-05 15:36:19
9321,TX109321,user_3347,Send Money,7783.95,Kisumu,iOS,Telkom Kenya,agent,afternoon,0,0,0,2024-06-25 12:32:01
9322,TX109322,user_2041,Send Money,4890.93,Thika,Android,Airtel,individual,afternoon,0,0,0,2024-06-13 02:51:31
9323,TX109323,user_7927,Withdraw Cash,3510.88,Eldoret,Android,Telkom Kenya,individual,night,0,1,0,2024-06-22 20:38:00
9324,TX109324,user_1011,Withdraw Cash,9193.11,Machakos,Android,Telkom Kenya,agent,night,0,0,0,2024-06-26 23:31:09
9325,TX109325,user_8980,Buy Airtime,2995.46,Meru,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-03 23:47:09
9326,TX109326,user_8871,Buy Airtime,486.33,Nairobi,Android,Safaricom,agent,night,0,0,0,2024-06-28 20:36:01
9327,TX109327,user_7375,Lipa na M-Pesa,681.22,Nakuru,Feature Phone,Safaricom,individual,evening,0,0,1,2024-06-03 16:51:35
9328,TX109328,user_8098,Withdraw Cash,496.21,Eldoret,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-24 09:06:46
9329,TX109329,user_4676,Pay Bill,1286.86,Nairobi,Feature Phone,Airtel,individual,night,0,0,0,2024-06-11 02:28:35
9330,TX109330,user_7109,Deposit Cash,1670.29,Meru,iOS,Safaricom,individual,evening,0,0,1,2024-06-28 15:41:29
9331,TX109331,user_6397,Buy Airtime,5578.15,Thika,Android,Safaricom,individual,evening,0,0,0,2024-06-20 09:27:05
9332,TX109332,user_4065,Send Money,742.95,Meru,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-02 10:39:45
9333,TX109333,user_3036,Withdraw Cash,4523.1,Kisumu,Android,Airtel,individual,morning,0,0,0,2024-06-08 03:34:26
9334,TX109334,user_4046,Pay Bill,2365.15,Nakuru,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-23 11:39:22
9335,TX109335,user_1540,Deposit Cash,27952.17,Thika,Android,Safaricom,individual,night,0,0,0,2024-06-02 11:26:27
9336,TX109336,user_1076,Pay Bill,5245.5,Eldoret,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-22 02:45:07
9337,TX109337,user_4067,Pay Bill,12152.88,Meru,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-28 05:09:20
9338,TX109338,user_1023,Send Money,1466.8,Meru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-06 14:48:07
9339,TX109339,user_6134,Buy Airtime,459.57,Thika,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-06 02:59:50
9340,TX109340,user_1675,Pay Bill,2467.53,Garissa,Android,Safaricom,agent,morning,0,0,0,2024-06-01 23:46:06
9341,TX109341,user_7668,Deposit Cash,464.32,Mombasa,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-28 17:40:22
9342,TX109342,user_5267,Buy Airtime,2373.57,Garissa,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-23 15:21:39
9343,TX109343,user_6988,Lipa na M-Pesa,1101.2,Garissa,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-12 19:00:41
9344,TX109344,user_8652,Send Money,2363.9,Mombasa,iOS,Airtel,individual,night,0,0,0,2024-06-07 14:52:07
9345,TX109345,user_9680,Buy Airtime,10459.69,Kisumu,Feature Phone,Airtel,agent,night,0,0,0,2024-06-11 09:04:20
9346,TX109346,user_2485,Buy Airtime,1193.96,Kisumu,Android,Safaricom,individual,morning,0,0,0,2024-06-12 22:51:52
9347,TX109347,user_4659,Pay Bill,17590.5,Nairobi,Android,Airtel,individual,afternoon,0,0,0,2024-06-25 13:16:44
9348,TX109348,user_3419,Deposit Cash,911.73,Nairobi,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-10 09:00:02
9349,TX109349,user_8740,Pay Bill,816.66,Meru,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-08 08:26:58
9350,TX109350,user_8143,Deposit Cash,2754.48,Thika,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-08 21:59:23
9351,TX109351,user_4495,Send Money,6459.06,Nyeri,iOS,Airtel,individual,morning,0,0,0,2024-06-07 05:06:52
9352,TX109352,user_1756,Buy Airtime,4845.09,Nyeri,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-28 07:11:57
9353,TX109353,user_9448,Withdraw Cash,4499.87,Nairobi,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-11 22:36:17
9354,TX109354,user_2779,Deposit Cash,1162.59,Garissa,Android,Airtel,individual,afternoon,0,0,0,2024-06-19 16:27:07
9355,TX109355,user_7487,Deposit Cash,79.71,Thika,Android,Safaricom,agent,night,0,0,0,2024-06-19 00:46:20
9356,TX109356,user_1258,Pay Bill,617.53,Eldoret,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-05 00:01:59
9357,TX109357,user_5075,Pay Bill,1504.91,Kisumu,iOS,Airtel,individual,afternoon,0,0,0,2024-06-22 07:09:48
9358,TX109358,user_9498,Lipa na M-Pesa,12475.12,Nyeri,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-25 06:55:22
9359,TX109359,user_9014,Deposit Cash,8830.33,Meru,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-13 21:59:13
9360,TX109360,user_2118,Send Money,783.82,Nakuru,Feature Phone,Telkom Kenya,agent,night,0,0,1,2024-06-22 09:46:27
9361,TX109361,user_8631,Buy Airtime,4526.38,Machakos,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-15 12:49:29
9362,TX109362,user_4017,Buy Airtime,3028.07,Eldoret,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-16 00:28:23
9363,TX109363,user_5341,Buy Airtime,178.95,Eldoret,iOS,Airtel,individual,afternoon,0,0,0,2024-06-11 18:07:46
9364,TX109364,user_2658,Deposit Cash,1626.61,Thika,Android,Airtel,individual,night,0,0,0,2024-06-19 21:02:57
9365,TX109365,user_9378,Pay Bill,2329.86,Thika,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-07 01:41:09
9366,TX109366,user_2797,Send Money,3854.68,Kisumu,Android,Safaricom,individual,afternoon,0,0,0,2024-06-26 05:35:15
9367,TX109367,user_1784,Buy Airtime,1222.98,Mombasa,iOS,Telkom Kenya,individual,evening,0,0,1,2024-06-10 18:06:56
9368,TX109368,user_6691,Deposit Cash,9503.75,Nyeri,Android,Safaricom,agent,afternoon,0,0,0,2024-06-18 09:18:38
9369,TX109369,user_4196,Withdraw Cash,2104.41,Mombasa,iOS,Airtel,individual,evening,0,0,0,2024-06-20 00:21:10
9370,TX109370,user_9532,Lipa na M-Pesa,1000.03,Nyeri,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-29 09:32:48
9371,TX109371,user_1562,Lipa na M-Pesa,1331.48,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-20 06:43:15
9372,TX109372,user_5746,Buy Airtime,4878.53,Meru,Feature Phone,Safaricom,individual,evening,0,0,1,2024-06-23 12:44:33
9373,TX109373,user_3999,Pay Bill,3578.55,Garissa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-28 18:23:48
9374,TX109374,user_2193,Lipa na M-Pesa,4744.2,Nakuru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-09 11:22:40
9375,TX109375,user_1068,Lipa na M-Pesa,1210.28,Kisumu,Android,Safaricom,individual,afternoon,0,0,0,2024-06-21 09:39:50
9376,TX109376,user_6679,Lipa na M-Pesa,1385.25,Mombasa,iOS,Telkom Kenya,agent,morning,0,1,0,2024-06-26 21:14:55
9377,TX109377,user_3428,Lipa na M-Pesa,1768.8,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-02 21:13:00
9378,TX109378,user_7200,Buy Airtime,731.45,Mombasa,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-17 10:10:12
9379,TX109379,user_6396,Deposit Cash,4110.95,Machakos,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-29 04:38:00
